BACTERIO_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,CREATE_TIMESTAMP,CREATE_USERID
1150105,10650,L812129-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150109,12726,L812074-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150113,10770,L812076-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150117,12792,L812068-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150121,6973,L812068-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150125,4847,L811549-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150129,11713,L812073-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150133,9032,L812049-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150137,9033,L811552-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150141,8015,L811541-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150145,8579,L810732-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150149,4848,L811544-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150153,11123,L809971-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150157,5769,L809971-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150161,12793,L810738-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150165,10651,L810742-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150169,11714,L810733-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150173,10431,L807886-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150177,11010,L809407-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150181,9034,L809401-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150185,6974,L808437-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150189,11344,L808437-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150193,4849,L808437-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150197,8827,L807883-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150201,6975,L826122,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150205,9498,L826109,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150209,8016,L826617,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150213,8017,L826620,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150217,12132,L827251,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150221,4850,L826610,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150225,9276,L827258,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150229,11681,L827269,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150233,11682,L827667,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150237,6976,L827669,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150241,9035,L828321,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150245,12794,L828747,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150249,12727,L828750,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150253,12133,L822319-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150257,11345,L821715-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150261,11011,L821718-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150265,11715,L822321-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150269,9277,L822321-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150273,12795,L822319-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150277,8828,L814565-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150281,8580,L814562-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150285,8829,L813941-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150289,10432,L813926-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150293,10652,L814559-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150297,9499,L821000-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150301,5770,L821644-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150305,11716,L820999-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150309,5771,L821001-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150313,8018,L820993-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150317,10771,L821644-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150321,11717,Q98762,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150325,6977,Q98788,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150329,11986,L825331-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150333,9500,L819653-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150337,9036,L819873-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150341,12134,L819873-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150345,12728,L819872-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150349,8581,L818554-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150353,11012,L818557-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150357,8830,L819229-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150361,11013,L819203-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150365,11718,L819197-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150369,11014,L819229-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150373,5772,L817301-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150377,5773,L817437-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150381,8831,L817866-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150385,4851,L817866-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150389,8832,L816869-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150393,9037,L817390-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150397,9501,L817390-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150401,12796,L816339-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150405,5892,L816876-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150409,11987,L816339-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150413,10433,L816875-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150417,8582,L817309-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150421,12729,L816336-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150425,8237,L816336-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150429,10772,L816343-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150433,11719,L817252-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150437,9278,L817252-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150441,10109,L816320-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150445,12730,L816874-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150449,11015,L815545-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150453,9279,L816872-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150457,9502,L815548-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150461,11016,L816322-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150465,8019,L829285,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150469,4852,L829283,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150473,8020,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150477,6978,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150481,11988,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150485,8833,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150489,10434,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150493,8583,1210431,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150497,9038,635560,Bodycote Testing Group,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1150501,12731,L777496-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150509,8021,1398510,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150513,8975,1398495,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150517,10110,1398591,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150545,11720,1540820,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150549,11017,1540819,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150553,12797,L837184-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150557,9280,L837184-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150561,12798,L838527-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150565,11721,L837632-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150569,11683,L837634-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150573,10435,L838530-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150577,11018,L838943-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150581,8976,L838943-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150585,5774,P51561,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150589,10111,P81621,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150593,8239,L813925-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150597,11989,L839478-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150601,12135,L839478-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150605,11346,L840908-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150609,4853,L847386-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150613,11722,L847386-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150617,9039,L841216-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150621,9281,L840790-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150625,11347,L844280-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150629,4854,L843844-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150633,8240,L844281-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150637,11990,L846317-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150641,11723,L846314-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150645,11625,L844993-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150649,5251,L844230-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150653,12799,L844994-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150657,8977,L844222-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150661,11684,L840451-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150665,11626,L840448-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150669,6979,L842503-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150673,12733,L842785-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150677,9040,L842502-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150681,10112,L843415-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150685,12136,L843414-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150689,8241,L843844-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150693,11627,L847687-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150701,11019,717657-1,Exova,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150705,8584,718515-1,Exova,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150709,9282,718092-1,Exova,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150713,8979,L843632-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150717,9283,L843267-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150721,11124,L842974-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150725,11991,L842974-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150729,10773,L842974-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150733,5893,L844949-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150737,9503,L847695-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150741,9504,L847710-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150745,9041,L847364-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150749,11724,L847364-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150753,11628,L847710-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150757,8980,L848277-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150761,11125,L848686-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150765,11685,L848687-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150769,10113,L848071-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150773,11725,L848064-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150777,8585,R89542,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150789,10653,S22365,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150797,9284,28516-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150801,5775,28452-02,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150805,9042,28452-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150809,8242,L844607-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150813,11726,L845537-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150817,8834,L845540-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150821,12734,L844606-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150825,8982,L846557-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150829,11687,A968172,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150833,5894,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150837,8418,,,,2011-10-20 10:38:47.710000000,CONVERSION
1150841,5776,A968171,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150845,5895,A968067,Maxxam Analytics,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1150849,11126,L845886-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150853,9505,L847017-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150857,5253,L847017-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150861,12800,L845887-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150865,5254,28509-02,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150869,12801,28509-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150873,11992,28478-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150877,12137,27478-02,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150881,10774,28489-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150885,8419,28557-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150889,11020,28574-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150893,10436,L850205-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150897,11127,R98666,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150901,8420,28466-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150905,5777,28463-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150909,11629,1582005,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150913,9506,S11766,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150917,8835,S11764,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150921,9507,28517-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150925,5255,S11752,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150929,11727,L848123-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150933,5778,L847794-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150937,11021,L850193-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150941,8983,L850197-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150945,12802,L847786-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150949,6980,L848342-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150953,12735,716364-1,Exova,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150957,9508,28575-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150961,8421,L850200-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150965,5256,S23062,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150969,12138,S23060,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150973,10437,S23061,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150977,10438,28542-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150981,5257,S23053,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150985,6981,09C 374804,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150989,8984,28543-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150993,10439,09C375475,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1150997,8586,09C375513,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151001,11688,09C374820,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151005,5896,L850199-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151009,11022,L848344-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151013,11728,L848588-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151017,9043,L848345-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151021,5258,28548-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151025,12139,1609483,AGAT Laboratories,Calgary,2011-10-20 10:38:47,CONVERSION
1151029,8985,L852336-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151033,6982,L854860-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151037,5259,L852336-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151041,9044,L854387-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151045,8986,L855119-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151049,5260,L852292-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151053,12140,L853060-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151057,9045,L852289-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151061,6983,L853094-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151065,10654,28602-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151069,8987,28576-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151073,11993,28577-02,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151077,12803,L852645-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151081,9285,L851957-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151085,11630,L851956-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151089,11729,L854398-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151093,11994,09C375475,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151097,11631,09C375778,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151101,9509,09C375768,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151105,5897,10C379882,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151109,11730,09C376280,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151113,8422,718653-1,Exova,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151117,8836,09C376278,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151121,12141,09C376024,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151125,11632,09C376023,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151129,8587,09C376277,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151133,11633,09C375512,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151137,8988,L853272-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151141,11689,L853272-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151169,11634,S00978,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151173,8423,L856823-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151177,12804,L856830-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151181,12736,L857103-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151185,5899,L853478-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151189,9510,S42352,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151193,11690,L851939-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151197,11128,L861523-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151201,10115,L859384-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151205,9286,28677-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151209,8838,28653-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151213,11995,L853045-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151217,11691,L852284-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151221,8989,L853345-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151225,10441,L853345-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151229,12805,L861486-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151233,5900,L861486-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151237,9046,1648418,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151241,5261,1648419,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151245,9511,1655532,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151249,11692,1648420,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151253,8424,S95074,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151257,11693,1655390,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151261,5780,1648416,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151265,11732,1648506,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151269,5901,L866906-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151273,12806,1648414,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151277,12737,28823-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151281,12738,,,,2011-10-20 10:38:47.710000000,CONVERSION
1151285,11733,S96998,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151289,5262,28811-01,Access Analytical Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1151293,9047,L866906-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
