BACTERIO_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,CREATE_TIMESTAMP,CREATE_USERID
1068995,1230,06-BBB-0,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1068999,1921,06-BBY-0,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069003,641,06-BBZ-0,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069007,38,L399967,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069011,642,06-BCP-0,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069015,1534,L400839,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069019,4207,L400834,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069023,587,L401482,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069027,1535,L401489,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069031,1819,L401492,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069035,1630,L401991,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069039,1863,L402003,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069043,39,L401999,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069047,1864,L401495,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069051,1231,06-BED-01,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069055,195,06-BGO-01,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069059,2251,06-BGP-01,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069067,1922,06-BFR-01,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069071,1865,06-BGN-01,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069075,196,06-BGL-01,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069079,1336,L403647,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069083,2303,L403646,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069087,1866,L403724,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069091,1232,L404117,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069095,1233,L404118,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069099,1631,L404688,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069103,1279,L404690,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069107,197,L405388,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069111,40,L405910,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069115,1088,L406345,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069119,1195,L406915,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069123,41,L406919,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069127,198,L406921,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069131,941,L406923,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069135,1923,L407530,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069139,643,L408141,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069143,1571,L408595,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069147,1724,L409090,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069151,1536,L409092,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069155,1670,L409093,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069159,2304,L409094,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069163,1924,L410278,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069167,1725,L410280,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069171,2252,L411242,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069175,247,L411732,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069179,248,L411733,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069183,4208,L412305,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069187,1089,L412307,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069191,4209,C64340092,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069195,942,L412880,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069199,1572,L413381,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069203,1773,L413382,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069207,2347,L413891,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069211,2348,L413892,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069215,1925,L413794,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069219,1470,L414348,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069223,1774,L415574,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069227,943,L416110,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069231,42,L417011,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069235,1234,L417550,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069239,1726,L417551,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069243,1573,L417507,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069247,2305,L417511,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069251,1820,L418142,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069255,2306,L418141,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069259,1775,L418112,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069263,1235,L419478,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069267,1280,L418548,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069271,1471,L418979,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069275,539,L418587,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069279,2307,L418589,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069283,588,L420131,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069287,43,L420627,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069291,1236,L421089,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069295,1281,L423430,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069299,1632,L424798,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069303,1090,L424797,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069307,1821,L425414,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069311,6218,L425896,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069315,589,L426336,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069319,44,L427413,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069323,540,L428434,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069327,6219,L428433,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069331,1822,L428903,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069335,1727,L428907,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069339,1337,L428908,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069343,45,L430720,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069347,1728,L430134,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069351,1823,L430136,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069355,1867,L432288,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069359,1237,L432233,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069363,1338,L432237,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069367,1868,L432285,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069371,1869,L432791,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069375,1238,L432764,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069379,541,L433344,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069383,1132,L433357,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069387,1239,L434708,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069391,1776,L434797,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069395,542,L436338,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069399,1240,L436296,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069403,4210,L436295,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069407,590,L436716,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069411,944,L436733,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069415,591,L436747,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069419,6220,L436748,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069423,1339,L437206,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069427,1824,L437767,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069431,592,L437945,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069435,1472,L437948,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069439,1777,L438366,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069443,1241,L438744,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069447,1196,L439318,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069451,4211,L438771,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069455,1197,L439861,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069459,1825,L440639,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069463,1282,L440646,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069467,1473,L440950,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069471,2349,L442661,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069475,1474,L443599,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069479,1340,L443604,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069483,4212,L443584,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069487,1826,L444641,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069491,1574,L446146,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069495,1283,L446148,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069499,1242,L446555,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069503,1284,L446560,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069507,1285,L448124,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069511,1671,L448133,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069515,1341,L448606,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069519,4213,L448607,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069523,1870,L453790,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069527,1133,L454528,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069531,1633,L454538,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069535,1575,L516662-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069539,1286,725516,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069543,4214,L516905-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069547,1342,L516905-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069551,4215,L516192-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069555,1537,L516192-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069559,1778,L516053-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069567,1672,L515109-4,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069571,593,L515100-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069575,1634,L515144-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069579,6221,F77360,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069583,1198,L454929,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069587,1576,L454943,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069591,1577,L513142-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069595,1134,L513170-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069599,1091,L513170-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069603,1475,L513148-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069607,1135,L513886-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069611,1476,L513886-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069615,1779,L456586,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069619,4216,L456579,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069623,2253,L458525,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069627,1343,L458526,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069631,1729,L459079,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069635,1199,L463953,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069639,1538,L464375,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069643,1635,L464373,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069647,1673,L464913,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069651,1200,L464915,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069655,1539,L466651,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069659,2350,L467113,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069663,1092,L467423,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069667,543,L467831,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069671,1373,L467829,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069675,1344,L468104,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069679,46,L468540,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069683,1093,L469571,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069687,2351,L469568,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069691,1420,L469847,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069695,1243,L469852,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069699,1871,L470377,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069703,1136,L471197,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069707,1926,L476721,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069711,1137,510517-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069715,1927,510517-2,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069727,6222,521091,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069735,1374,733168,AGAT Laboratories,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069763,2352,522277,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069775,1138,L461681,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069779,1375,L483425-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069787,2353,465955-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069791,2254,469995-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069795,4217,467933-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069799,1674,C33326,Maxxam Analytics,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069803,4218,466325-2,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069807,1578,484718-3,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069811,1139,466942-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069815,1827,466942-2,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069823,1345,467674-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069827,6223,469347-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069831,1579,466339-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069835,1780,468294-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069839,1244,49572,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069843,1346,465955-2,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069847,945,468296-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069851,1636,C33325,Maxxam Analytics,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069855,6224,L478106-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069859,2354,L459611,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069863,1421,L459981,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069887,1140,468751-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069891,946,468751-2,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069895,1347,470821-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069899,2255,466942-2,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069903,947,49547,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069907,2355,468262-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069911,1873,466339-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069915,6225,466504-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069919,1928,L462731,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069923,1348,L446476,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069935,1376,L443739-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069939,1874,C95639,Maxxam Analytics,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069943,1377,C36295,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069947,1875,468104-4,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069951,4220,C30086,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069955,2256,C40833,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069959,1929,C40801,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069963,1876,D83752,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069967,4221,D83890,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069971,1423,462332-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1069975,1930,L448184-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069983,1828,L467780,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069987,1829,L445783-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069995,1287,54890,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1069999,1781,55512,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070003,1288,55542,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070007,1675,55506,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070011,1540,55505,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070015,1289,L447202-3,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070019,1676,A645468,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070023,1541,L449022-2,ALS Environmental,,2011-10-20 10:38:47,CONVERSION
1070027,1424,53628,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070031,4222,54079,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070035,6226,54135,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070039,1478,A633743,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070043,1677,472728,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070051,1877,54040,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070055,948,54081,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070059,1349,53459,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070063,1581,A645912,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070067,1141,E44633,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070071,6227,E26431,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070075,1201,E26609,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070079,1782,E79758,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070083,1783,E79772,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070087,1830,E37949,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070091,1142,467653-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070095,949,450320-1,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070099,1582,450320-2,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070103,1479,L479257-2,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070107,1290,L479952-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070111,1784,L481479-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070119,4223,A645911,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070127,1678,466718,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070135,1480,D04052,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070139,1202,C91329,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070151,4224,D09312,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070155,1542,54698,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070159,1679,A66998,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070163,1378,54623,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070167,1379,A648109,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070171,1785,516744-3,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070179,1350,509849-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070183,1351,A646298,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070187,1291,A645188,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070191,1203,54104,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070195,1292,54106,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070199,1680,L448976-1,ALS Environmental,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070203,1425,497517-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070207,1543,A644531,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070211,1204,463230,Norwest Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070215,950,A646288,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070219,1583,497493-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070223,1681,498110-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070227,1293,516744-2,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070231,1205,53683,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070235,2356,509844-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070239,1094,509838-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070243,1638,53684,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070247,1730,54668,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070251,2357,M016937,Maxxam Analytics,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
1070255,1931,498100-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070259,4225,497491-1,Norwest Labs,Edmonton,2011-10-20 10:38:47.710000000,CONVERSION
1070263,4226,54611,WSH Labs,Calgary,2011-10-20 10:38:47.710000000,CONVERSION
